assestment;text;author;source
Prawda;Założyliśmy, że (rondo Rataje) będzie kosztować osiemdziesiąt kilka milionów złotych. Najtańsza oferta opiewa na 137 milionów.;Jacek Jaśkowiak;Głos Wielkopolski, 14.09.2018
Prawda;Powinniśmy brać przykład z innych miast, jak takie problemy rozwiązują. Tak było choćby niedawno w Krakowie, gdzie prezydent Majchrowski błyskawicznie zdymisjonował wiceprezydent, której zarzucono niedopuszczalny konflikt interesów przy realizacji programu Mieszkanie plus.;Tadeusz Zysk;['wypowiedź']
Prawda;Poznań jest pierwszym polskim miastem, które utworzyło Radę Seniorów.;Tadeusz Zysk;['wypowiedź']
Manipulacja;Jeśli chodzi o miejscowe plany zagospodarowania przestrzennego to Poznań należy do miast, mówimy o miastach tej wielkości, który ma jeden z największych wskaźników objęcia miasta planami zagospodarowania przestrzennego. Jest to na poziomie 43%.;Tomasz Lewandowski;['wypowiedź']
Manipulacja;Chciałbym tańszych o 20 zł biletów na spektakle teatralne dla seniorów i młodzieży szkolnej w określone dni. Teraz normalne bilety kosztują od 40 do 150 zł.;Tomasz Lewandowski;['wypowiedź']
Manipulacja;Obecnie na mieszkańca ten dług wynosi 3800, podczas gdy w Warszawie 2800.;Agnieszka Wojciechowska van Heukelom;['wypowiedź']
Prawda;Ja wprowadziłam pod obrady rady miejskiej uchwałę o działaniach antydyskryminacyjnych.;Urszula Niziołek-Janiak;['wypowiedź']
Nieweryfikowalne;[w Łodzi] Z samochodów więcej tych dymów się wydobywa niż z pieców.;Piotr Misztal;['wypowiedź']
Manipulacja;40 procent z podatku dochodowego trafia do samorządów.;Krzysztof Lipczyk;['wypowiedź']
Fałsz;Jesteśmy trzecim miastem w Polsce, jeśli chodzi o zadłużenie.;Rafał Górski;['wypowiedź']
Prawda;Ja tylko przypomnę, kto sprywatyzował w Łodzi elektrociepłownię. SLD w 2004-5 roku.;Rafał Górski;['wypowiedź']
Prawda;Obserwacja NIK jest taka, że miasta sobie z tym nie radzą [ze smogiem].;Waldemar Buda;['wypowiedź']
Prawda;Ostatnio zakupiliśmy 26-letnie tramwaje.;Waldemar Buda;['wypowiedź']
Prawda;To rozwiązanie (exit tax) jest implementacją dyrektywy unijnej (...) ATAD z 2016 r., która mówi o unikaniu opodatkowania z zysków wypracowanych w danym kraju.;Teresa Czerwińska;['wypowiedź']
Prawda;Zgodnie z rozporządzeniem, w klasie I, II, III to jest 20 godzin obowiązkowo, w klasie IV: 24 godziny obowiązkowo, w klasie V-VI: 25, a w klasie VII: 32 i 31 w klasie VIII.;Anna Zalewska;RMF FM, 25.09.2018
Prawda;Odkąd zaczynałem pracę na stanowisku prezydenta miasta, liczba samochodów zarejestrowanych w Krakowie wzrosła o ponad 100 procent.;Jacek Majchrowski;['wypowiedź']
Prawda;W rankingu jakości życia Kraków zajął trzecie miejsce. ;Jacek Majchrowski;['wypowiedź']
Fałsz;Tak naprawdę Kraków miał już dwa potrzebne obiekty [na zimowe igrzyska olimpijskie]: Tauron Arenę i ewentualnie stadion Wisły. Reszta zawodów miała odbyć się poza miastem.;Jacek Majchrowski;['wypowiedź']
Fałsz;Według danych Głównego Urzędu Statystycznego Kraków jest na szarym końcu rankingów na zielone miasta Polski. Według statystyk tereny zielone ogółem zajmują w Krakowie 9 proc. powierzchni miasta!;Daria Gosek-Popiołek;['wypowiedź']
Nieweryfikowalne;Sam Urząd Miejski zatrudnia trzy tysiące osób.;Grzegorz Gorczyca;['wypowiedź']
Prawda;Jak popatrzymy na te ostanie 4 lata no to rzeczywiście nie wybudowano ani jednej nowej linii tramwajowej. ;Łukasz Gibała;['wypowiedź']
Prawda; Ja 4 lata temu w wyborach do Rady Miasta [Krakowa] zdobyłem więcej głosów niż połowa obecnych radnych. ;Konrad Berkowicz;['wypowiedź']
Prawda;W warszawskich domach dziecka przebywa około 700 dzieci.;Jacek Wojciechowicz;['wypowiedź']
Fałsz;Są szacunki, że już w 2030 roku nawet ponad 50 procent mieszkańców Warszawy będzie w wieku emerytalnym.;Jan Śpiewak;['wypowiedź']
Prawda;W 2006 r. PO obiecała pięć mostów przez Wisłę w dwie kadencje. Minęły trzy kadencje i zbudowali tylko jeden.;Patryk Jaki;['wypowiedź']
Manipulacja;4 tys. warszawiaków czeka na mieszkania.;Marek Jakubiak;['wypowiedź']
Manipulacja;W Warszawie mamo obecnie (...) około 4-5 tysięcy osób, które oczekują na mieszkanie.;Jakub Stefaniak;['wypowiedź']
Manipulacja;(...) ok 3000 rodzin (dane na grudzień 2017) czeka w Warszawie na mieszkanie komunalne.;Justyna Glusman;['wypowiedź']
Manipulacja;Do tej pory Warszawa (...) co roku płaciła 700 mln [tzw. janosikowego – przyp. red.], teraz to urośnie do 1 mld.;Rafał Trzaskowski;['wypowiedź']
Prawda;Obecnie większość miejsc w żłobkach oferowana jest przez placówki niepubliczne z dofinansowaniem;Małgorzata Tracz;['wypowiedź']
Prawda;To Wrocław, jako jedno z pierwszych dużych miast w Polsce, wprowadził darmowy bilet komunikacyjny dla uczniów.;Jacek Sutryk;['wypowiedź']
Prawda;Mamy ponad 70 klubów seniora we Wrocławiu.;Jacek Sutryk;['wypowiedź']
Fałsz;Według raportu NIKu po jego wybudowaniu (stadionu we Wrocławiu) nadal do rozwiązania pozostaje kwestia 130 mln złotych, które nie wiadomo w jaki sposób i na co zostały wydane.;Katarzyna Obara-Kowalska;['wypowiedź']
Prawda;Mamy mniejsze nakłady inwestycyjne na komunikację miejską niż Kraków, Poznań czy Gdańsk.;Katarzyna Obara-Kowalska;['wypowiedź']
Prawda;Na 7 okręgów, 5 jedynek u nas to są kobiety;Marta Lempart;['wypowiedź']
Fałsz;Mamy 27 kobiet, 24 mężczyzn na listach, to a propos tego, że kobiety się nie angażują w politykę;Marta Lempart;['wypowiedź']
Fałsz;Każdy z nich (radnych) pobiera dietę i to jest chyba 50 ileś miliardów złotych w skali roku.;Jarosław Bogusławski;['wypowiedź']
Manipulacja;Temat Konstytucyjnej rozgrywał się myślę, że około 2-3 lat temu, kiedy to mieszkańcy zablokowali tą inwestycję, bo wtedy byliśmy przygotowani do realizacji tej inwestycji. Mieszkańcy ją zablokowali.;Hanna Zdanowska;Gość po 8, Radio Łódź, 13.09.2019
Manipulacja;(...) jeśli chodzi o rewitalizację. To jest przeszło 4 mld, w którym mieliśmy zaplanowany udział własny w granicach do 25, różnie, w zależności od rodzaju inwestycji czy do 35%.;Hanna Zdanowska;Gość po 8, Radio Łódź, 13.09.2018
Fałsz;W 2017 r. wybudowano w całej Łodzi niewiele ponad 2800 mieszkań łącznie, podczas kiedy w takim Wrocławiu mieszkań powstało 9000.;Agnieszka Wojciechowska van Heukelom;['wypowiedź']
Manipulacja;Gdy CBA zatrzymało dyrektora Zarządu Transportu i Dróg Grzegorza N., a prokuratura postawiła mu zarzuty, Zdanowska postanowiła powierzyć mu stanowisko prezesa w Łódzkiej Spółce Infrastrukturalnej podległej miastu.;Agnieszka Wojciechowska van Heukelom;['wypowiedź']
Prawda;[Wprowadziłam] pierwszy w Polsce program bezpłatnych obiadów.;Urszula Niziołek-Janiak;['wypowiedź']
Fałsz;Mamy zadłużenie 2 miliardy 524 miliony i 150 milionów odsetek rocznie do zapłacenia (w Łodzi).;Piotr Misztal;['wypowiedź']
Nieweryfikowalne;A teraz doszedł jeszcze nowy podatek, o którym łodzianie nie wiedzą, podatek od wybetonowania. (...) Jeżeli 70% terenu jest zabetonowanego, to już ten podatek podlega. Czyli 30, zgodnie z prawem unijnym, 30% powinno być terenów zielonych na terenie zakładu.;Zbigniew Maurer;['wypowiedź']
Prawda;(...) przecież nie będzie żadnej stacji przeładunkowej odpadów. Takie zapewnienia składała gwiazda łódzkiego magistratu – Pan Wiceprezydent Tomasz Trela. Teraz widzimy jak rusza budowa hali tej stacji.;Krzysztof Lipczyk;['wypowiedź']
Fałsz;Łódź jest najbardziej zakorkowanym miastem w Europie.;Rafał Górski;['wypowiedź']
Prawda;Chociażby większy budżet obywatelski, który Pani Prezydent Hanna Zdanowska obiecała, a nie wprowadziła.;Waldemar Buda;['wypowiedź']
Prawda;5 Morawieckiego Jak idzie budowa polskiego samochodu elektrycznego? Na pensje wydali ponad milion, roztrwonili już jedną czwartą kapitałów, poprosili o dodatkowe 20 mln.;Janusz Piechociński;['wypowiedź']
Prawda;Międzynarodowe badania, chociażby PISA (Program Międzynarodowej Oceny Umiejętności Uczniów), wskazują, że karierę w branży informatycznej planuje stosunkowo niewielki proc. uczniów, około 1,5 proc.;Maciej Kopeć;['wypowiedź']
Fałsz;Musimy stawiać na czyste środowisko, na czyste powietrze – na szczęście ono jest najczystsze chyba ze wszystkich miast Polski.;Jarosław Wałęsa;['wypowiedź']
Fałsz;Co roku robimy wspólne przetargi – wszystkie gminy-członkowie metropolii, ich już jest ponad 50 – na zakup energii elektrycznej, usług telekomunikacyjnych. Same oszczędności już wynoszą prawie 200 mln złotych.;Paweł Adamowicz;['wypowiedź']
Prawda;Proszę pojechać na wyspę północną Wyspy Spichrzów. To jest partnerstwo publiczno-prywatne między partnerem z Belgii, partnerem z Warszawy i Miastem Gdańsk.;Paweł Adamowicz;['wypowiedź']
Prawda;Z Trójmiasta tylko w Gdańsku nie ubywa mieszkańców. Mamy dodatni bilans migracji.;Paweł Adamowicz;['wypowiedź']
Prawda;Od 10 lat na ulicy Sobieskiego Izba Rzemieślnicza Małych i Średnich Przedsiębiorców prowadzi szkołę – Pomorską Szkołę Rzemiosł. Jest wprost odpowiedzialna za dobór zawodów, kształcenie. Zresztą jest to szkoła – dodam – publiczna, bezpłatna.;Paweł Adamowicz;['wypowiedź']
Prawda;W ostatnim sondażu opublikowanym przez Onet 70% oceniło prezydenturę moją jako dobrą i bardzo dobrą.;Paweł Adamowicz;['wypowiedź']
Fałsz;Seniorzy to jest w tej chwili ponad 40% ludności Gdańska.;Andrzej Ceynowa;['wypowiedź']
Fałsz;Szkół wyższych w Polsce jest około 130.;Andrzej Ceynowa;['wypowiedź']
Nieweryfikowalne;30% kobiet w Gdańsku nie pracuje. 70% z nich mówi, że podjęłoby pracę, gdyby miało dostęp do żłobka, do usług opiekuńczych (...) i gdyby mogło pracować w elastycznym czasie pracy.;Elżbieta Jachlewska;['wypowiedź']
Fałsz;Ustawa o VAT – około 400 stron, już nie wspomnę ile interpretacji. 34 tysiące interpretacji rocznie, a z tego połowa jest zaskarżana (...), a jeszcze z tego połowa jest uznawana za zasadną.;Jacek Hołubowski;['wypowiedź']
Fałsz;Pensja w gospodarce narodowej wzrosła w ciągu ostatnich 2,5 roku o 20%.To jest wzrost, którego nie odnotowano wcześniej.;Jacek Sasin;['wypowiedź']
Prawda;Według rozporządzenia MEN to rodzice, którzy chcą, by ich dzieci chodziły na religię, muszą złożyć pisemne oświadczenie w tej sprawie.;Adrian Zandberg;Rozporządzenie Ministra Edukacji Narodowej, 25.03.2014.
Prawda;"Statut Europejskiej Sieci nie przewiduje instrumentu zawieszenia członkostwa w tej organizacji; przewiduje możliwość wykluczenia.";Tomasz Rzymkowski;Polskie Radio Program I, 18.09.2018
Prawda;Warszawa wydaje na edukację blisko 4 miliardy złotych rocznie.;Piotr Guział;['wypowiedź']
Prawda;Kraków NIE korzysta z programu rozwoju gminnej i powiatowej infrastruktury drogowej za czasów prezydentury Jacka Majchrowskiego.;Małgorzata Wassermann;['wypowiedź']
Fałsz;Właśnie do Krakowa dotarły nowe mercedesy za blisko 100 mln zł.;Jacek Majchrowski;['wypowiedź']
Prawda;SAM tylko Kraków na inwestycje przez cztery ostatnie lata wydał prawie 3 mld zł!;Jacek Majchrowski;['wypowiedź']
Prawda;Firma Budimex zaproponowała w przetargu, że wykona pomnik Armii Krajowej pod Wawelem za 3 mln złotych. To ponad dwa razy więcej niż planowało wydać miasto.;Daria Gosek-Popiołek;['wypowiedź']
Manipulacja;W Krakowie mamy zaledwie 15% terenów zielonych.;Grzegorz Gorczyca;['wypowiedź']
Nieweryfikowalne;Budowa Trasy Łagiewnickiej. Za jej powstanie zapłacimy 1 mld 200 mln złotych, z czego 500 milionów to koszt kredytów, które będziemy musieli spłacić.;Łukasz Gibała;['wypowiedź']
Fałsz;Obecnie wydatki na oświatę to 30% budżetu miasta, wydatków budżetu miasta Krakowa.;Jolanta Gajęcka;['wypowiedź']
Prawda;Według Najwyższej Izby Kontroli pacjenci nie otrzymują dziennych norm wapnia, magnezu, żelaza, witamin. Dostają za to 4-krotną dzienną dawkę soli. W diecie brakuje warzyw, owoców, soków.;Marcelina Zawisza;['wypowiedź']
Manipulacja;Od 12 lat nie ma rozporządzenia, które regulowałoby to, jak mają one [posiłki w szpitalach – przyp.red.] wyglądać – pomimo tego, że ustawa wymaga takiego rozporządzenia!;Marcelina Zawisza;['wypowiedź']
Prawda;Sieć autostrad w latach 2008-2015 wydłużyła się o ok. 900 km, a dróg ekspresowych o ponad 1,2 tys. km. Zbudowano lub zmodernizowano 8,5 tys. km dróg lokalnych.;Tomasz Siemoniak;Twitter, 18.09.2018
Fałsz;Nie jest dziełem przypadku, że to nasz region ma najwyższy poziom zachorowalności (...) na nowotwory.;Jacek Hołubowski;['wypowiedź']
Prawda;26 lipca RS Lepszy Gdańsk złożył projekt poparty przez 2730 mieszkańców. To więcej niż wymagane prawnie minimum, które wynosi 2 tys. osób.;Elżbieta Jachlewska;['wypowiedź']
Prawda;96 proc. wszystkich budynków komunalnych powstało przed wojną.;Andrzej Ceynowa;['wypowiedź']
Prawda;[Gdańsk dysponuje] budżetem, który przekracza 3 miliardy w tym roku.;Andrzej Ceynowa;['wypowiedź']
Fałsz;Mamy ponad 30 [spółek], gdzie Gdańsk jest właścicielem albo współwłaścicielem, jak tylko popatrzy się na same spółki budownictwa komunalnego, to – o czym wspomniałem – jest ich aż trzy.;Jarosław Wałęsa;['wypowiedź']
Prawda;Badania ruchu z 2016 roku pokazały, że udział komunikacji zbiorowej spadł z 38 proc. w 2009 r. do 32 proc. w 2016 roku.;Jarosław Wałęsa;['wypowiedź']
Prawda;Forum Gdańsk krytykował Jarosław Wałęsa na konferencji prasowej. Obok niego stała pani radna PO Agnieszka Owczarczak, [...] która przecież w 2015 roku podpisywała akt erekcyjny Forum Gdańsk.;Kacper Płażyński;['wypowiedź']
Fałsz;W ostatnich wyborach w II turze do urn poszło tylko 36% mieszkańców Gdańska. To jest 4% mniej niż średnia krajowa. (...) We wszystkich dużych miastach polskich ta frekwencja jest dużo wyższa niż średnia krajowa, a w Gdańsku z jakichś względów jest rażąco niższa.;Kacper Płażyński;['wypowiedź']
Manipulacja;TripAdvisor notuje Gdańsk jako jedno z najbardziej atrakcyjnych miejsc do odwiedzenia na świecie.;Paweł Adamowicz;['wypowiedź']
Fałsz;Tak zwana reforma edukacji kosztowała Gdańsk, bagatela, ponad 40 mln zł.;Paweł Adamowicz;['wypowiedź']
Fałsz;Budżet miasta z miliarda skoczył na 4,5 miliarda;Jacek Sutryk;['wypowiedź']
Fałsz;We Wrocławiu z dwucyfrowego bezrobocia w ciągu 10 lat zeszliśmy do bezrobocia rejestrowanego na poziomie mniej niż 2%.;Jacek Sutryk;['wypowiedź']
Prawda;Można oczywiście opowiadać, że szkoła (Przedszkole  “Przy Stadionie”) nie jest publiczna, co nie jest prawdą, bo jest z dotacji miasta, na stronie tej placówki jest napisane, że jest przedszkolem publicznym, więc działa na prawach przedszkola publicznego;Mirosława Stachowiak-Różecka;['wypowiedź']
Fałsz;Średnia widzów, według ostatnich raportów, to jest 10 tysięcy widzów na meczu, biorąc pod uwagę nawet mecze reprezentacji, bo to jest średnia na stadionie Wrocław.;Katarzyna Obara-Kowalska;['wypowiedź']
Fałsz;Wrocław jest drugim najbardziej zadłużonym miastem w Polsce, większy dług ma tylko Warszawa.;Marta Lempart;['wypowiedź']
Fałsz;Frekwencja w wyborach samorządowych wynosi niewiele ponad 30%.;Marta Lempart;['wypowiedź']
Fałsz;;Jerzy Michalak;['wypowiedź']
Prawda;Miasta ratują się na świecie, w Europie, na przykład Bristol jest takim świetnym przykładem, gdzie uratował lokalnym pieniądzem wiele spraw miejskich.;Jarosław Bogusławski;['wypowiedź']
Manipulacja;Pokazała się inna analiza i o niej trzeba wspomnieć koniecznie – bardzo solidnie zrobiona – raport Rady Europy bardzo precyzyjnie opisujący badania katastrofy smoleńskiej i który kończy się przywołaniem stanowiska Polski właśnie z raportu technicznego. To jest raport Komisji Praw Człowieka Rady Europy, który przywołuje raport techniczny pokazując, że stanowisko polskie jest takie, że doszło do eksplozji.;Antoni Macierewicz;['wypowiedź']
Prawda;50 milionów złotych wydamy w tym roku na remonty i przebudowy małych osiedlowych uliczek i dróg gruntowych w całym mieście.;Hanna Zdanowska;Hanna Zdanowska, 05.09.2018
Prawda;[o SORach] Jak państwo wiecie, mamy na ten moment tylko dwa takie oddziały w całej Łodzi.;Hanna Zdanowska;TuŁódź.com, 22.08.2018
Fałsz;Jestem 7 kandydatem, ale jedynym, który przedstawił kompletny program działania prezydenta miasta na 5 najbliższych lat ?;Agnieszka Wojciechowska van Heukelom;['wypowiedź']
Fałsz;Nasze miasto nawet nie wie ile jest pieców do wymiany a pręży pierś do orderów, bo „robi coś”. Tak, „coś”, macha nam przed oczami 2 tys. zlikwidowanych pieców, a jednocześnie blokuje wymianę źródeł ciepła w budynkach wspólnot mieszkaniowych, bo nie chce się do tego dokładać jako właściciel mieszkań.;Urszula Niziołek-Janiak;['wypowiedź']
Prawda;W 2010 r. w Poznaniu komitet ruchów miejskich „My, Poznaniacy” zdobył 10% głosów, a mimo to nie miał żadnego radnego. W 2014 r. w Krakowie próg ten [wyborczy – przyp. red.] przekroczył komitet Kraków Przeciw Igrzyskom. On również nie zdobył ani jednego mandatu radnego.;Rafał Górski;['wypowiedź']
