assestment;text_clean;sentiment_all;sentiment_avg;uniq_words;uniq_lemm;err;net;ADJ;ADV;NOUN;e0;e1;e2;e3;e4
Prawda;Na kontynencie w rezultacie Brexitu poparcie dla Unii Europejskiej wzrosło.;-0.0089954901486635;-0.0089954901486635;10.0;10.0;0.0;1.0;0.1;0.0;0.4;-0.8887889;9.889479;10.495126;16.511137;5.539469
Fałsz;Na przykład w Japonii emisja CO2 nie jest obarczona opłatami. ;-0.0089954901486635;-0.0089954901486635;10.0;10.0;0.0;1.0;0.1;0.0;0.3;-0.6585614;11.260875;9.289194;16.254591;5.6996655
Prawda;W zimie wynosi ono(zapotrzebowanie na moc) 26 GW, a w lecie ok. 22 GW.;-0.0089954901486635;-0.0754924425855279;14.0;13.0;0.0;0.0;0.0714285714285714;0.0;0.2857142857142857;-1.5977409;10.561147;11.344004;14.908326;5.759831
Prawda;Sprawność nowych bloków w Kozienicach i Opolu wynosi 47 proc.;-0.0089954901486635;-0.0089954901486635;10.0;10.0;2.0;2.0;0.1;0.0;0.3;-0.7097923;11.598775;10.368535;15.017267;6.6697173
Prawda;Proponowany w dokumencie(Pakiecie zimowym) limit emisji CO2 na jedną megawatogodzinę (MWh) wynosi 550 kg. Co na obecnym poziomie rozwoju techniki praktycznie wyklucza elektrownie węglowe. Przecież wiadomo, iż wyższa emisja jest przewidziana nawet dla budowanych obecnie nowoczesnych bloków elektrowni Opole, Kozienice, czy Jaworzna.;-0.0089954901486635;-0.0089954901486635;42.0;40.0;2.0;3.0;0.1666666666666666;0.0714285714285714;0.2857142857142857;-0.89796096;11.08503;11.057989;15.333203;5.098177
Prawda;Najważniejsze, że w 170 gazowniach odtwarzamy kilkadziesiąt nowych punktów dystrybucji gazu . Przywracamy je na przykład w województwach: podkarpackim, małopolskim czy podlaskim.;-0.0089954901486635;-0.0613264376297593;20.0;20.0;5.0;1.0;0.3;0.05;0.3;-1.1199155;11.294296;10.89069;16.030504;5.1216173
Prawda;W województwach mazowieckim i podlaskim podpisano już kilkadziesiąt listów intencyjnych w sprawie pregazyfikacji, aby w mniejszych miejscowościach, które nie mają dostępu do sieci dystrybucyjnej gazu ziemnego miały dostęp do surowca.;-0.0089954901486635;-0.0089954901486635;28.0;27.0;6.0;0.0;0.25;0.0;0.3571428571428571;-0.96267754;11.19421;11.087159;15.59153;4.9807606
Manipulacja;Jeżeli chodzi o PSG, zastaliśmy przygotowaną przez poprzedni zarząd pseudoreformę polegającą na tym, że z ponad 10 tys. pracowników w tym roku miało być zwolnionych 1,3 tys. osób.;-0.0860145315527916;-0.0860145315527916;26.0;27.0;4.0;2.0;0.1153846153846153;0.0;0.2692307692307692;-1.7223198;11.444814;11.425177;16.48543;6.0453043
Prawda;Wstępne dane podsumowujące wyniki eksportowe Gazpromu za 2016 rok wskazują na wzrost wolumenu dostaw rosyjskiego koncernu na europejski rynek;-0.0089954901486635;-0.0089954901486635;18.0;18.0;1.0;5.0;0.2222222222222222;0.0555555555555555;0.5555555555555556;-2.224942;10.201079;11.987952;15.787515;5.950186
Fałsz;Obecnie ceny autobusów elektrycznych są około dwa razy wyższe niż autobusów zasilanych w sposób konwencjonalny.;-0.0089954901486635;-0.0089954901486635;14.0;14.0;2.0;0.0;0.2142857142857142;0.0714285714285714;0.4285714285714285;-1.1966746;10.510217;10.825955;15.02329;5.5891314
Prawda;Dotychczas importerzy byli do 100 mln m3 zwolnieni z obowiązku magazynowania (gazu) obecnie(od 2017 r.) jest wymagane aby na cały import były posiadane magazyny.;-0.0089954901486635;-0.0089954901486635;25.0;23.0;1.0;1.0;0.2;0.08;0.24;-1.0433238;11.0192375;11.192815;15.279261;5.1984262
Manipulacja;W Krajowym Systemie Elektroenergetycznym mamy zgromadzone ok. 26 GW. Jest to energia wytwarzana ze źródeł konwencjonalnych.;-0.0089954901486635;-0.0089954901486635;16.0;16.0;0.0;1.0;0.375;0.0;0.1875;-0.99976265;10.631097;10.957341;14.447866;5.7060857
Prawda;Inną sprawą jest emisja CO2, którą ograniczamy. Polskie nowe bloki węglowe będą emitować 700g/kWh. Nasze dotychczasowe bloki emitują około 1000g.;-0.0089954901486635;-0.0966555538276831;21.0;21.0;2.0;1.0;0.238095238095238;0.0;0.3333333333333333;-1.0836515;10.8218355;11.160719;14.851594;5.4816456
Manipulacja;Zamiast redukcji emisji dwutlenku węgla o 6-8 proc.(zgodnie z protokołem z Kioto), zmniejszyła ją(Polska) o 30 proc. Dzięki temu znalazła się poniżej średniej emisji dla Unii Europejskiej;-0.0089954901486635;-0.1314258830000957;25.0;25.0;2.0;2.0;0.16;0.04;0.28;-1.9547924;10.411029;11.694062;15.576929;5.8565655
Fałsz;Poziom zapełnienia magazynów ukraińskich u progu sezonu grzewczego kształtował się na poziomie 16-17 mld m3 gazu.;-0.0089954901486635;-0.0089954901486635;17.0;16.0;1.0;0.0;0.1176470588235294;0.0588235294117647;0.4117647058823529;-1.6446397;10.400517;11.887005;15.670044;6.1800947
Fałsz;Niemcy w 2015 r. subsydiowali swoją energetykę odnawialną kwotą 25 mld euro. A i tak większe od Polski ilości energii produkowali z paliw stałych.;-0.0089954901486635;-0.0089954901486635;24.0;24.0;3.0;3.0;0.125;0.0833333333333333;0.1666666666666666;-1.0120873;10.870468;11.261459;15.059006;5.3545322
Prawda;PGNiG uelastyczniło swoją ofertę zwłaszcza dla biznesu, ale również dla klientów indywidualnych wprowadzając od 1 września 2016 roku dla tych drugich pakiet duel fuel.;-0.0089954901486635;-0.0089954901486635;22.0;22.0;2.0;2.0;0.1363636363636363;0.0;0.2272727272727272;-0.6281791;10.89528;11.232869;16.613611;5.3351345
Prawda;Sprzedaliśmy (PGNiG) o 0,5 mld m3 gazu więcej niż w zeszłym roku.;-0.1136727780103683;-0.1136727780103683;12.0;12.0;1.0;1.0;0.0833333333333333;0.0;0.3333333333333333;-0.8954439;10.712453;11.307172;14.738406;6.033785
Prawda;Nam brakuje kilku procent, aby uzyskać sprawność elektrowni na poziomie 50 proc.;0.0084526548162102;-0.216338112950325;12.0;11.0;1.0;0.0;0.0;0.0;0.4166666666666667;-0.9359567;10.617891;10.915471;14.79535;5.884968
Prawda;PKB w Polsce rośnie i to rośnie w jednym z najwyższych poziomów w Unii Europejskiej.;-0.0089954901486635;-0.0089954901486635;12.0;12.0;1.0;3.0;0.25;0.0833333333333333;0.0833333333333333;-1.8291717;9.808051;10.598619;15.794951;5.7308044
Prawda;Julia Przyłębska jest sędzią w Trybunale, który ma poważne doświadczenie sędziowskie. Co ważne, pełniła również i administracyjne funkcje w sądzie. Była przez lata wiceprzewodniczącą i przewodniczącą wydziału i to bardzo specyficznego, bo wydziału – o ile pamiętam – ubezpieczeń społecznych.;-0.0653194710612297;-0.0979384320477644;34.0;33.0;8.0;3.0;0.1764705882352941;0.0588235294117647;0.2647058823529412;-0.18344809;10.591468;10.663453;18.73457;4.69901
Prawda;O ile pamiętam, nie jest w ogóle przewidziana odpowiedzialność konstytucyjna prezesa Trybunału.;-0.165156215429306;-0.165156215429306;12.0;12.0;2.0;1.0;0.1666666666666666;0.0833333333333333;0.25;0.09033516;11.897951;9.758571;18.533798;4.6181855
Prawda;Polska jeśli chodzi o klin podatkowy ma jeden z niższych w Unii Europejskiej.;-0.0089954901486635;-0.0089954901486635;13.0;13.0;0.0;2.0;0.3076923076923077;0.0;0.2307692307692307;-1.1464462;9.794894;10.202696;15.7605095;5.5071645
Manipulacja;W Wielkiej Brytanii co piąte posiedzenie parlamentu ma porządek dzienny układany przez opozycję.;-0.0902779325842857;-0.0902779325842857;13.0;13.0;1.0;1.0;0.3076923076923077;0.0;0.2307692307692307;0.43573844;10.894906;9.875846;17.730934;5.14003
Prawda;GE wydaje na badania i rozwój 5,5 mld dolarów rocznie.;-0.0089954901486635;-0.0089954901486635;10.0;10.0;2.0;1.0;0.0;0.1;0.1;-0.61188596;11.46345;11.863356;15.051586;6.3920703
Prawda;Przy światowych pokładach węgla, szacowanych na ok. 900 mld ton.;-0.0089954901486635;-0.0089954901486635;10.0;10.0;1.0;0.0;0.2;0.0;0.3;-0.99232185;10.7238;11.174066;14.453406;5.901364
Prawda;Dwa miesiące temu cena dwutlenku węgla wynosiła 4,5 euro, dzisiaj(31.10) już 6 euro;-0.3833093047142029;-0.0851554721593856;13.0;13.0;1.0;0.0;0.0769230769230769;0.0;0.4615384615384615;-1.8824258;10.464555;11.622338;15.604498;6.031215
Fałsz;Dzisiaj w zależności od ceny ropy wysyłamy do krajów sprzedających ropę naftową 20-40 mld dolarów rocznie.;-0.0089954901486635;-0.0089954901486635;17.0;17.0;3.0;0.0;0.0588235294117647;0.1176470588235294;0.2352941176470588;-1.0899378;10.795314;11.255257;14.897121;5.625977
Manipulacja;W tej sprawie energetycznej mamy decyzję Komisji Europejskiej nieopublikowaną, że gazociąg Opal w 80 proc. ma zajmować Gazprom. ;-0.1878357529640197;-0.1878357529640197;17.0;15.0;1.0;2.0;0.1764705882352941;0.0588235294117647;0.1764705882352941;-0.61616224;11.208923;10.89136;15.774238;4.9228916
Prawda;Warto zauważyć, że w przypadku elektrowni gazowych sprawność netto przy zastosowaniu naszych technologii może przekraczać 62 procent, podczas gdy wspomniane wcześniej bloki węglowe osiągają wartość poniżej 50 procent.;-0.0089954901486635;-0.0089954901486635;27.0;27.0;5.0;0.0;0.1481481481481481;0.1111111111111111;0.4444444444444444;-1.1794137;10.697722;10.889227;14.836212;5.5107336
Fałsz;Aktualnie na świecie 2 mld ludzi ma ograniczony dostęp do energii, a 1 mld w ogóle go nie posiada.;-0.0089954901486635;-0.0089954901486635;18.0;18.0;1.0;0.0;0.0555555555555555;0.0555555555555555;0.2222222222222222;-1.0268958;11.32393;9.718813;15.151603;6.433256
Prawda;Globalnie ok. 40 procent elektryczności pochodzi cały czas z węgla.;-0.0089954901486635;-0.0089954901486635;10.0;10.0;1.0;0.0;0.1;0.1;0.4;-0.9529914;10.550312;10.865625;14.451144;5.7419534
Prawda;Na Śląsku bezrobocie jest poniżej 7%, jedno z najniższych w Polsce.;-0.0089954901486635;-0.0089954901486635;12.0;12.0;2.0;2.0;0.1666666666666666;0.0;0.1666666666666666;-1.9444149;10.056193;10.936991;15.526093;6.4216714
Prawda;Bo prawo tutaj mówi wprost, na dzień dzisiejszy, że można odebrać stopień wojskowy, to jest ustawa o powszechnym obowiązku obrony, zrzeczenia się, uprawomocnienia się wyroku sądu orzekającego środek karny pozbawienia praw publicznych, albo degradacji, albo odmowy złożenia przysięgi wojskowej.;-0.1246382668614387;-0.1180940577760338;37.0;35.0;4.0;1.0;0.2162162162162162;0.054054054054054;0.4594594594594595;-0.42172515;12.064427;9.698307;18.40553;4.884201
Prawda;W ‘96 roku o tym, że decyzja była słuszna o wprowadzeniu stanu wojennego mówiło 54% Polaków, teraz 41.;-0.0983608067035675;-0.0983608067035675;19.0;19.0;2.0;1.0;0.2105263157894736;0.0526315789473684;0.2105263157894736;-1.2915694;10.588324;10.575432;17.435734;5.564387
Manipulacja;Platforma i PSL z poparciem, jak mi się wydaje, PiSu, przeprowadziła w 2009 roku taką zmianę, która obniżyła emerytury za czas PRLu.;-0.155124232172966;-0.1354258954524994;22.0;22.0;3.0;5.0;0.0909090909090909;0.0909090909090909;0.3181818181818182;0.044193845;11.053542;11.031647;18.61217;4.7416577
Prawda;Jeśli byli w SB, to rzeczywiście stracą. Ale nawet jeżeli stracą, to proszę zauważyć, że stracą do poziomu przeciętnej emerytury, jaka jest wypłacana w ZUS–ie, a więc stracą tyle, ile mają ponad 2100 złotych. Ile ludzi, ile milionów ludzi żyje z emerytury w wysokości poniżej dwóch tysięcy złotych? 60%, 60% emerytur w powszechnym systemie ubezpieczeniowym jest niższych niż dwa tysiące złotych.;-0.1551614850759506;-0.2161508612334728;50.0;47.0;7.0;2.0;0.16;0.02;0.4;-1.6202734;11.738107;11.217964;16.825342;6.117132
Prawda;Jest ta sprawa pracowników delegowanych, fundamentalna z punktu widzenia polskich interesów. Przypominam, że jedenaście parlamentów krajowych dało w tej sprawie Komisji Europejskiej żółtą kartkę.;-0.0089954901486635;-0.1176662603393197;24.0;22.0;4.0;2.0;0.2916666666666667;0.0;0.2083333333333333;-0.0033844265;11.259021;9.849115;17.631903;4.461076
Prawda;Kopalnia Krupiński przez ostatnie 10 lat wygenerowała stratę prawie miliarda złotych.;-0.0089954901486635;-0.0089954901486635;11.0;11.0;1.0;0.0;0.1818181818181818;0.0;0.4545454545454545;-0.92288524;10.80237;11.826026;15.462458;6.6412807
Fałsz;W skali przemysłowej można szacować wielkość jego wydobycia (metanu) w granicach 1-2 mld m3 rocznie.;-0.0089954901486635;-0.0089954901486635;16.0;15.0;2.0;1.0;0.125;0.0625;0.375;-1.3210739;10.666738;11.247644;14.669764;5.807823
Fałsz;Do tej pory mimo znacznego potencjału zasobowego, sięgającego w Górnośląskim Zagłębiu Węglowym 170 mld m3, nie był (metan) przedmiotem eksploatacji przemysłowej.;-0.0089954901486635;-0.0089954901486635;21.0;21.0;4.0;1.0;0.2857142857142857;0.0;0.2857142857142857;-0.8202349;10.952433;11.110726;15.239109;5.23125
Prawda;Nie bez znaczenia jest także zmniejszenie emisji metanu z kopalń, która obecnie wynosi ok. 700 mln m3 i z roku na rok się zwiększa;-0.0089954901486635;-0.0089954901486635;23.0;22.0;1.0;0.0;0.0434782608695652;0.0869565217391304;0.391304347826087;-1.5862525;10.633422;11.158468;14.874278;5.770312
Prawda;Gdyby ktoś mi powiedział w czerwcu, w lipcu po powstaniu Polskiej Grupy Górniczej, że w październiku będzie w Polskiej Grupie Górniczej plus, a jest 15 mln, że listopad kończy się plusem ..., powiedziałbym bardzo bym pragnął żeby tak było.;-0.088770143687725;-0.088770143687725;32.0;31.0;4.0;5.0;0.1875;0.0625;0.375;-1.366204;10.908813;11.232097;17.449404;4.779461
Manipulacja;Niemcy, wiodący w produkcji OZE kraj, wciąż ponad 50 proc. energii elektrycznej produkuje z węgla.;-0.0089954901486635;-0.0089954901486635;15.0;15.0;2.0;1.0;0.1333333333333333;0.0;0.3333333333333333;-0.94571525;10.603629;10.901324;14.515118;5.678289
Manipulacja;Polska jest naszym zdaniem krajem atrakcyjnym inwestycyjnie i jeśli się nie mylę jedynym rynkiem w Europie gdzie popyt na gaz ziemny stale rośnie – zgodnie z prognozami do 2030 roku może sięgnąć nawet 20 mld m3 rocznie.;-0.0089954901486635;-0.0089954901486635;36.0;36.0;0.0;4.0;0.1666666666666666;0.1944444444444444;0.2222222222222222;-1.8387904;10.5023;11.513669;15.610075;5.612813
Prawda;W samym tylko 2015 r. utratę ich wartości (wielkiej czwórki) – liczoną wyceną ich akcji na Giełdzie Papierów Wartościowych – rzędu 22 mld zł.;-0.0089954901486635;-0.0089954901486635;21.0;21.0;5.0;1.0;0.1904761904761904;0.0952380952380952;0.1904761904761904;-1.3107928;11.014045;12.150618;16.278582;5.9061794
Prawda;Francja ma 75% energetyki jądrowej.;-0.0391314662992954;-0.0391314662992954;6.0;6.0;0.0;1.0;0.1666666666666666;0.0;0.1666666666666666;-0.82903194;10.559025;10.972555;14.524195;5.816264
Fałsz;Francja ma najtańszy prąd w Europie.;-0.0347591675817966;-0.0347591675817966;6.0;6.0;1.0;2.0;0.1666666666666666;0.0;0.0;-1.1571872;9.809957;10.401066;15.077116;5.613334
Prawda;W przedziale między 3 a 6 tys. taką emeryturę otrzymywało ponad 11 600 funkcjonariuszy.;-0.0089954901486635;-0.0089954901486635;14.0;14.0;0.0;0.0;0.0714285714285714;0.0;0.2142857142857142;-1.4966704;11.314587;11.632516;16.085342;6.8394923
Prawda;Np. w przedziale między 6 a 12 tys. złotych taką emeryturę otrzymywało ponad 1100 byłych funkcjonariuszy.;-0.0089954901486635;-0.0089954901486635;16.0;16.0;0.0;0.0;0.0625;0.0;0.25;-1.5070772;11.318152;11.681703;16.113237;6.7794013
Prawda;Rekordziści wciąż jeszcze otrzymywali emeryturę w wysokości 19 tys. złotych o emeryturach byłych funkcjonariuszy organów bezpieczeństwa państwa.;-0.0544783361256122;-0.0544783361256122;17.0;17.0;3.0;1.0;0.0588235294117647;0.0;0.3529411764705882;-1.3666424;11.228194;11.711649;16.220978;6.744776
Fałsz;Nie możemy zapominać o Sądzie Najwyższym, który wydał najsurowszą, jaką kiedykolwiek widziałem opinię o zarzutach, przynajmniej dwunastu konstytucyjnych przepisów.;-0.1149196252226829;-0.1149196252226829;18.0;18.0;3.0;1.0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.054658588;11.502169;9.707882;18.619131;4.8173695
Prawda;Takie państwa jak Irlandia chociażby ... mają PKB na poziomie między 3 a 4, a u nas jest 2,5.;-0.2718095183372497;-0.2718095183372497;17.0;17.0;0.0;1.0;0.0;0.0;0.2352941176470588;-1.6553906;10.137918;11.020885;15.57943;5.7061267
Prawda;To są badania 15-latków i kiedy popatrzymy wnikliwie na badania z 2015 roku, widzimy znaczący spadek. To jest właściwie poziom z roku 2006 w każdej dziedzinie – w naukach przyrodniczych, w naukach matematycznych, jak również w rozumieniu tekstu;-0.0089954901486635;-0.0688003413379192;31.0;31.0;2.0;2.0;0.1935483870967742;0.064516129032258;0.4193548387096774;-2.0196514;10.795371;11.23201;16.89247;5.729507
Prawda;Mamy 2,5 miliona emigracji;-0.2396223843097686;-0.2396223843097686;4.0;4.0;0.0;0.0;0.0;0.0;0.5;-0.6739103;11.235795;11.359787;14.997052;6.703679
Prawda;Ciekawostka. Klub PSL jest jedynym klubem w obecnej kadencji, którego wszyscy posłowie mają wyższe wykształcenie.;-0.0653412565588951;-0.1037580082193017;15.0;14.0;0.0;3.0;0.2;0.0;0.4;0.21413884;10.537392;10.85769;18.898754;5.060273
Prawda; Jest jedna instrukcja wojskowa. Nie ma dwóch instrukcji HEAD.;-0.5162785053253174;-0.380548283457756;9.0;8.0;1.0;0.0;0.3333333333333333;0.0;0.2222222222222222;0.4998237;11.404787;9.4635515;17.387798;5.4041815
Prawda;Są dwie instrukcje, jedna jest jawna, druga jest instrukcją, która ma klauzulę zastrzeżoną, w związku z powyższym o tej drugiej nie mogę mówić publicznie. ;-0.405911773443222;-0.2286191750317812;22.0;21.0;2.0;0.0;0.2727272727272727;0.0909090909090909;0.1818181818181818;-0.45208;11.814961;9.898728;18.392387;4.5470805
Prawda;Wyniki barometru warszawskiego , ocena samej Pani Prezydent jest korzystna dla niej. ;0.1320203691720962;0.1320203691720962;11.0;11.0;0.0;1.0;0.2727272727272727;0.0;0.4545454545454545;0.22496423;10.210203;9.982805;17.027395;5.864787
Prawda;Ale przecież są też wyniki sondażu organizowanego na początku akcji referendalnej , w których to 2⁄3 warszawiaków uważa że Hanna Gronkiewicz Waltz jest winna afery związanej z reprywatyzacją, a ponad połowa uważa że powinna się podać do dymisji.;-0.2788086533546448;-0.2788086533546448;35.0;35.0;4.0;2.0;0.1714285714285714;0.0285714285714285;0.2857142857142857;-0.7318158;10.83913;10.146189;18.109253;5.097661
