assestment;text
Fałsz;Nasza Krajowa Rada Sądownictwa składa się z 25 członków i zdecydowana większość z nich jest mianowana przez władzę sądowniczą.
Prawda;Pan minister Arłukowicz, który dzisiaj tak z troską pochyla się nad pielęgniarkami, z tego co mi wiadomo, to nie przeznaczył na podwyżki dla pielęgniarek ani złotówki.
Prawda;Zwiększyliście wydatki na IPN (w projekcie budżetu na 2019r.) (…) o 101 mln w stosunku do 2015 r. Było 249 mln, jest 350.
Fałsz;Jesteśmy już chyba jedynym krajem w okolicy, który ma deficyt budżetowy.
Manipulacja;Wrocław zdecydowanie mniej wydaje na walkę ze smogiem niż np. Kraków, a problem mamy obecnie porównywalny.
Prawda;Wrocław jest miastem, które ma nieco ponad 12 proc. terenów zielonych, z czego prawie osiem proc. to są lasy dookoła Wrocławia, więc bardzo mocno brakuje nam zieleni. Katowice, czy Zielona Góra mają ponad 40 proc. zieleni w mieście
Prawda;We Wrocławiu mamy ok. 37 tys. mieszkań komunalnych.
Nieweryfikowalne;Osób niepełnosprawnych jest dzisiaj we Wrocławiu ponad 43 tysiące, gdybyśmy się chcieli kierować kryterium orzeczeń wydawanych przez zespoły orzekania o niepełnosprawności
Fałsz;Co roku oddajemy tysiąc miejsc przedszkolnych publicznych i tysiąc niepublicznych.
Prawda;Największym problem są kopciuchy – piece, to one stanowią we Wrocławiu źródło smogu, mniej więcej szacowane przez ekspertów na 60%.
Manipulacja;4 mln złotych w każdym roku (przeznacza się – przyp. Demagog) na odpompowywanie wody z podziemnego parkingu w Narodowym Forum Muzyki.
Nieweryfikowalne;Ostatnia liczba: 65 tysięcy ludzi codziennie przywozimy i odwozimy z Wrocławia.
Nieweryfikowalne;Zwiększyliśmy w ciągu tych 5 lat liczbę kursów w aglomeracji o 100.
Nieweryfikowalne;W ciągu 5 ostatnich lat zwiększyliśmy na Dolnym Śląsku liczbę podróżujących pociągami, głównie w aglomeracji wrocławskiej, o 75%
Prawda;Przez 8 lat pracy w radzie miejskiej byłam na około 85 proc. sesji.
Fałsz;Los Angeles albo San Francisco ma 22 radnych.
Prawda;Nowy Jork ma 51 radnych.
Prawda;Większe wyzwanie to oczywiście taryfa SKM, która jest własnością – przypomnimy – PKP.
Fałsz;Ponad 80 proc. tej kwoty [budżetu miasta] pochłaniają koszty stałe, czyli różnego rodzaju wydatki.
Manipulacja;Moim zdaniem, jednym z takich programów, który jest niezbyt trafiony, to tzw. reforma śmieciowa i co za tym idzie wymiana wszystkich kubłów na śmieci. Jeszcze niedawno wystarczyły trzy, a teraz potrzeba ich aż pięciu. I oczywiście wszystkie muszą być pod jeden wzór.
Prawda;To oni [radni miejscy] uchwalają plany zagospodarowania przestrzennego.
Fałsz;Ostatnio dowiedzieliśmy się, że prezydent Adamowicz u wspomnianego dewelopera Robyga posiada akcje za 150 tysięcy złotych.
Manipulacja;Wolne Miasto Gdańsk w czasach międzywojennych to był ustrój faszystowski. To był ustrój, w którym rządzili hitlerowcy, to był ustrój, w który w 36’ roku stworzył pierwszą listę gdańszczan żydowskiego pochodzenia. To był ustrój, do którego dzisiaj odwołuje się prezydent Adamowicz.
Prawda;Większa część naszych podatków, które płacimy w PIT, w CIT trafia do budżetu centralnego.
Prawda;Deweloper Forum otrzymał właśnie karę pieniężną w maksymalnej wysokości 500 tys. zł za prowadzenie prac budowlanych przy kanale Raduni bez ważnego pozwolenia konserwatorskiego.
Fałsz;Statystyki GUSu pokazują, że w 2050 roku podwoi się nam liczba mieszkańców 60+ w porównaniu z dzisiejszą demografią.
Prawda;W Gdańsku zaledwie 1,3 tys. osób korzysta z domowych opiekunek, dofinansowanych przez miasto
Prawda;Jedyne mosty, które zbudowano w Warszawie w czasach już nie PRL-owskich, to były mosty za czasów prezydentów związanych z Platformą Obywatelską. Wszystkie!
Manipulacja;(…) propozycja dyżuru ginekologów 24/h jest w Warszawie realizowana od wielu lat w szpitalach ginekologiczno-położniczych. Również w Bielańskim.
Prawda;Miasto wspomaga (…) [schronisko Na Paluchu – przyp. red.] kwotą ok. 9 milionów złotych.
Nieweryfikowalne;Miejskie autobusy (…) [spalają rocznie w Warszawie – przyp. red.] ponad 40 mln litrów ropy.
Fałsz;Miejskie autobusy przejeżdżają 100 mln km rocznie po Warszawie (…).
Fałsz;(…) do tego mamy [w Warszawie – przyp. red.] deficyt około 30%.
Prawda;Budżet [Warszawy – przyp. red.] wynosi ponad 17 mld zł.
Fałsz;Warszawa  (…) to jest 16,5 mld budżetu.
Prawda;Warszawa (…) to jest (…) najbardziej zadłużona gmina w Polsce.
Prawda;Założyliśmy, że (rondo Rataje) będzie kosztować osiemdziesiąt kilka milionów złotych. Najtańsza oferta opiewa na 137 milionów.
Prawda;Powinniśmy brać przykład z innych miast, jak takie problemy rozwiązują. Tak było choćby niedawno w Krakowie, gdzie prezydent Majchrowski błyskawicznie zdymisjonował wiceprezydent, której zarzucono niedopuszczalny konflikt interesów przy realizacji programu Mieszkanie plus.
Prawda;Poznań jest pierwszym polskim miastem, które utworzyło Radę Seniorów.
Manipulacja;Jeśli chodzi o miejscowe plany zagospodarowania przestrzennego to Poznań należy do miast, mówimy o miastach tej wielkości, który ma jeden z największych wskaźników objęcia miasta planami zagospodarowania przestrzennego. Jest to na poziomie 43%.
Manipulacja;Chciałbym tańszych o 20 zł biletów na spektakle teatralne dla seniorów i młodzieży szkolnej w określone dni. Teraz normalne bilety kosztują od 40 do 150 zł.
Manipulacja;Obecnie na mieszkańca ten dług wynosi 3800, podczas gdy w Warszawie 2800.
Prawda;Ja wprowadziłam pod obrady rady miejskiej uchwałę o działaniach antydyskryminacyjnych.
Nieweryfikowalne;[w Łodzi] Z samochodów więcej tych dymów się wydobywa niż z pieców.
Manipulacja;40 procent z podatku dochodowego trafia do samorządów.
Fałsz;Jesteśmy trzecim miastem w Polsce, jeśli chodzi o zadłużenie.
Prawda;Ja tylko przypomnę, kto sprywatyzował w Łodzi elektrociepłownię. SLD w 2004-5 roku.
Prawda;Obserwacja NIK jest taka, że miasta sobie z tym nie radzą [ze smogiem].
Prawda;Ostatnio zakupiliśmy 26-letnie tramwaje.
Prawda;To rozwiązanie (exit tax) jest implementacją dyrektywy unijnej (…) ATAD z 2016 r., która mówi o unikaniu opodatkowania z zysków wypracowanych w danym kraju.
Prawda;Zgodnie z rozporządzeniem, w klasie I, II, III to jest 20 godzin obowiązkowo, w klasie IV: 24 godziny obowiązkowo, w klasie V-VI: 25, a w klasie VII: 32 i 31 w klasie VIII.
Prawda;Odkąd zaczynałem pracę na stanowisku prezydenta miasta, liczba samochodów zarejestrowanych w Krakowie wzrosła o ponad 100 procent.
Prawda;W rankingu jakości życia Kraków zajął trzecie miejsce. 
Fałsz;Tak naprawdę Kraków miał już dwa potrzebne obiekty [na zimowe igrzyska olimpijskie]: Tauron Arenę i ewentualnie stadion Wisły. Reszta zawodów miała odbyć się poza miastem.
Fałsz;Według danych Głównego Urzędu Statystycznego Kraków jest na szarym końcu rankingów na zielone miasta Polski. Według statystyk tereny zielone ogółem zajmują w Krakowie 9 proc. powierzchni miasta!
Nieweryfikowalne;Sam Urząd Miejski zatrudnia trzy tysiące osób.
Prawda;Jak popatrzymy na te ostanie 4 lata no to rzeczywiście nie wybudowano ani jednej nowej linii tramwajowej. 
Prawda; Ja 4 lata temu w wyborach do Rady Miasta [Krakowa] zdobyłem więcej głosów niż połowa obecnych radnych. 
Prawda;W warszawskich domach dziecka przebywa około 700 dzieci.
Fałsz;Są szacunki, że już w 2030 roku nawet ponad 50 procent mieszkańców Warszawy będzie w wieku emerytalnym.
Prawda;W 2006 r. PO obiecała pięć mostów przez Wisłę w dwie kadencje. Minęły trzy kadencje i zbudowali tylko jeden.
Manipulacja;4 tys. warszawiaków czeka na mieszkania.
Manipulacja;W Warszawie mamo obecnie (…) około 4-5 tysięcy osób, które oczekują na mieszkanie.
Manipulacja;(…) ok 3000 rodzin (dane na grudzień 2017) czeka w Warszawie na mieszkanie komunalne.
Manipulacja;Do tej pory Warszawa (…) co roku płaciła 700 mln [tzw. janosikowego – przyp. red.], teraz to urośnie do 1 mld.
Prawda;Obecnie większość miejsc w żłobkach oferowana jest przez placówki niepubliczne z dofinansowaniem
Prawda;To Wrocław, jako jedno z pierwszych dużych miast w Polsce, wprowadził darmowy bilet komunikacyjny dla uczniów.
Prawda;Mamy ponad 70 klubów seniora we Wrocławiu.
Fałsz;Według raportu NIKu po jego wybudowaniu (stadionu we Wrocławiu) nadal do rozwiązania pozostaje kwestia 130 mln złotych, które nie wiadomo w jaki sposób i na co zostały wydane.
Prawda;Mamy mniejsze nakłady inwestycyjne na komunikację miejską niż Kraków, Poznań czy Gdańsk.
Prawda;Na 7 okręgów, 5 jedynek u nas to są kobiety
Fałsz;Mamy 27 kobiet, 24 mężczyzn na listach, to a propos tego, że kobiety się nie angażują w politykę
Fałsz;Każdy z nich (radnych) pobiera dietę i to jest chyba 50 ileś miliardów złotych w skali roku.
Manipulacja;Temat Konstytucyjnej rozgrywał się myślę, że około 2-3 lat temu, kiedy to mieszkańcy zablokowali tą inwestycję, bo wtedy byliśmy przygotowani do realizacji tej inwestycji. Mieszkańcy ją zablokowali.
Manipulacja;(…) jeśli chodzi o rewitalizację. To jest przeszło 4 mld, w którym mieliśmy zaplanowany udział własny w granicach do 25, różnie, w zależności od rodzaju inwestycji czy do 35%.
Fałsz;W 2017 r. wybudowano w całej Łodzi niewiele ponad 2800 mieszkań łącznie, podczas kiedy w takim Wrocławiu mieszkań powstało 9000.
Manipulacja;Gdy CBA zatrzymało dyrektora Zarządu Transportu i Dróg Grzegorza N., a prokuratura postawiła mu zarzuty, Zdanowska postanowiła powierzyć mu stanowisko prezesa w Łódzkiej Spółce Infrastrukturalnej podległej miastu.
Prawda;[Wprowadziłam] pierwszy w Polsce program bezpłatnych obiadów.
Fałsz;Mamy zadłużenie 2 miliardy 524 miliony i 150 milionów odsetek rocznie do zapłacenia (w Łodzi).
Nieweryfikowalne;A teraz doszedł jeszcze nowy podatek, o którym łodzianie nie wiedzą, podatek od wybetonowania. (…) Jeżeli 70% terenu jest zabetonowanego, to już ten podatek podlega. Czyli 30, zgodnie z prawem unijnym, 30% powinno być terenów zielonych na terenie zakładu.
Prawda;(…) przecież nie będzie żadnej stacji przeładunkowej odpadów. Takie zapewnienia składała gwiazda łódzkiego magistratu – Pan Wiceprezydent Tomasz Trela. Teraz widzimy jak rusza budowa hali tej stacji.
Fałsz;Łódź jest najbardziej zakorkowanym miastem w Europie.
Prawda;Chociażby większy budżet obywatelski, który Pani Prezydent Hanna Zdanowska obiecała, a nie wprowadziła.
Prawda;5 Morawieckiego Jak idzie budowa polskiego samochodu elektrycznego? Na pensje wydali ponad milion, roztrwonili już jedną czwartą kapitałów, poprosili o dodatkowe 20 mln.
Prawda;Międzynarodowe badania, chociażby PISA (Program Międzynarodowej Oceny Umiejętności Uczniów), wskazują, że karierę w branży informatycznej planuje stosunkowo niewielki proc. uczniów, około 1,5 proc.
Fałsz;Musimy stawiać na czyste środowisko, na czyste powietrze – na szczęście ono jest najczystsze chyba ze wszystkich miast Polski.
Fałsz;Co roku robimy wspólne przetargi – wszystkie gminy-członkowie metropolii, ich już jest ponad 50 – na zakup energii elektrycznej, usług telekomunikacyjnych. Same oszczędności już wynoszą prawie 200 mln złotych.
Prawda;Proszę pojechać na wyspę północną Wyspy Spichrzów. To jest partnerstwo publiczno-prywatne między partnerem z Belgii, partnerem z Warszawy i Miastem Gdańsk.
Prawda;Z Trójmiasta tylko w Gdańsku nie ubywa mieszkańców. Mamy dodatni bilans migracji.
Prawda;Od 10 lat na ulicy Sobieskiego Izba Rzemieślnicza Małych i Średnich Przedsiębiorców prowadzi szkołę – Pomorską Szkołę Rzemiosł. Jest wprost odpowiedzialna za dobór zawodów, kształcenie. Zresztą jest to szkoła – dodam – publiczna, bezpłatna.
Prawda;W ostatnim sondażu opublikowanym przez Onet 70% oceniło prezydenturę moją jako dobrą i bardzo dobrą.
Fałsz;Seniorzy to jest w tej chwili ponad 40% ludności Gdańska.
Fałsz;Szkół wyższych w Polsce jest około 130.
Nieweryfikowalne;30% kobiet w Gdańsku nie pracuje. 70% z nich mówi, że podjęłoby pracę, gdyby miało dostęp do żłobka, do usług opiekuńczych (…) i gdyby mogło pracować w elastycznym czasie pracy.
Fałsz;Ustawa o VAT – około 400 stron, już nie wspomnę ile interpretacji. 34 tysiące interpretacji rocznie, a z tego połowa jest zaskarżana (…), a jeszcze z tego połowa jest uznawana za zasadną.
Fałsz;Pensja w gospodarce narodowej wzrosła w ciągu ostatnich 2,5 roku o 20%.To jest wzrost, którego nie odnotowano wcześniej.
Prawda;Według rozporządzenia MEN to rodzice, którzy chcą, by ich dzieci chodziły na religię, muszą złożyć pisemne oświadczenie w tej sprawie.
Prawda;"Statut Europejskiej Sieci nie przewiduje instrumentu zawieszenia członkostwa w tej organizacji; przewiduje możliwość wykluczenia."
Prawda;Warszawa wydaje na edukację blisko 4 miliardy złotych rocznie.
Prawda;Kraków NIE korzysta z programu rozwoju gminnej i powiatowej infrastruktury drogowej za czasów prezydentury Jacka Majchrowskiego.
Fałsz;Właśnie do Krakowa dotarły nowe mercedesy za blisko 100 mln zł.
Prawda;SAM tylko Kraków na inwestycje przez cztery ostatnie lata wydał prawie 3 mld zł!
Prawda;Firma Budimex zaproponowała w przetargu, że wykona pomnik Armii Krajowej pod Wawelem za 3 mln złotych. To ponad dwa razy więcej niż planowało wydać miasto.
Manipulacja;W Krakowie mamy zaledwie 15% terenów zielonych.
Nieweryfikowalne;Budowa Trasy Łagiewnickiej. Za jej powstanie zapłacimy 1 mld 200 mln złotych, z czego 500 milionów to koszt kredytów, które będziemy musieli spłacić.
Fałsz;Obecnie wydatki na oświatę to 30% budżetu miasta, wydatków budżetu miasta Krakowa.
Prawda;Według Najwyższej Izby Kontroli pacjenci nie otrzymują dziennych norm wapnia, magnezu, żelaza, witamin. Dostają za to 4-krotną dzienną dawkę soli. W diecie brakuje warzyw, owoców, soków.
Manipulacja;Od 12 lat nie ma rozporządzenia, które regulowałoby to, jak mają one [posiłki w szpitalach – przyp.red.] wyglądać – pomimo tego, że ustawa wymaga takiego rozporządzenia!
Prawda;Sieć autostrad w latach 2008-2015 wydłużyła się o ok. 900 km, a dróg ekspresowych o ponad 1,2 tys. km. Zbudowano lub zmodernizowano 8,5 tys. km dróg lokalnych.
Fałsz;Nie jest dziełem przypadku, że to nasz region ma najwyższy poziom zachorowalności (…) na nowotwory.
Prawda;26 lipca RS Lepszy Gdańsk złożył projekt poparty przez 2730 mieszkańców. To więcej niż wymagane prawnie minimum, które wynosi 2 tys. osób.
Prawda;96 proc. wszystkich budynków komunalnych powstało przed wojną.
Prawda;[Gdańsk dysponuje] budżetem, który przekracza 3 miliardy w tym roku.
Fałsz;Mamy ponad 30 [spółek], gdzie Gdańsk jest właścicielem albo współwłaścicielem, jak tylko popatrzy się na same spółki budownictwa komunalnego, to – o czym wspomniałem – jest ich aż trzy.
Prawda;Badania ruchu z 2016 roku pokazały, że udział komunikacji zbiorowej spadł z 38 proc. w 2009 r. do 32 proc. w 2016 roku.
Prawda;Forum Gdańsk krytykował Jarosław Wałęsa na konferencji prasowej. Obok niego stała pani radna PO Agnieszka Owczarczak, […] która przecież w 2015 roku podpisywała akt erekcyjny Forum Gdańsk.
Fałsz;W ostatnich wyborach w II turze do urn poszło tylko 36% mieszkańców Gdańska. To jest 4% mniej niż średnia krajowa. (…) We wszystkich dużych miastach polskich ta frekwencja jest dużo wyższa niż średnia krajowa, a w Gdańsku z jakichś względów jest rażąco niższa.
Manipulacja;TripAdvisor notuje Gdańsk jako jedno z najbardziej atrakcyjnych miejsc do odwiedzenia na świecie.
Fałsz;Tak zwana reforma edukacji kosztowała Gdańsk, bagatela, ponad 40 mln zł.
Fałsz;Budżet miasta z miliarda skoczył na 4,5 miliarda
Fałsz;We Wrocławiu z dwucyfrowego bezrobocia w ciągu 10 lat zeszliśmy do bezrobocia rejestrowanego na poziomie mniej niż 2%.
Prawda;Można oczywiście opowiadać, że szkoła (Przedszkole  “Przy Stadionie”) nie jest publiczna, co nie jest prawdą, bo jest z dotacji miasta, na stronie tej placówki jest napisane, że jest przedszkolem publicznym, więc działa na prawach przedszkola publicznego
